"glcm_mean","glcm_variance","glcm_autoCorrelation","glcm_cProminence","glcm_cShade","glcm_cTendency","glcm_contrast","glcm_correlation","glcm_differenceEntropy","glcm_dissimilarity","glcm_energy","glcm_entropy","glcm_homogeneity1","glcm_homogeneity2","glcm_IDMN","glcm_IDN","glcm_inverseVariance","glcm_maxProb","glcm_sumAverage","glcm_sumEntropy","glcm_sumVariance","glrlm_GLN","glrlm_HGLRE","glrlm_LRE","glrlm_LRHGLE","glrlm_LRLGLE","glrlm_LGLRE","glrlm_RLN","glrlm_RP","glrlm_SRE","glrlm_SRHGLE","glrlm_SRLGLE","glszm_SAE","glszm_LAE","glszm_IV","glszm_SZV","glszm_ZP","glszm_LIE","glszm_HIE","glszm_LISAE","glszm_HISAE","glszm_LILAE","glszm_HILAE"
1259821,544869100236336896,4688840,1.38365561001103e+31,-5.49148864066408e+24,2179476400945325056,22370,0.999999999999979,-6193705.76571488,22310,58655984336,-4074903.88114724,332157,332153,341987.176470588,338842,22257.5,219266,1013586,-2011035.71466868,241014589744939968,5752.08217533025,12.5711099674044,1598.26239492194,21999.7882998799,124.709461552391,0.0884651217094604,1896.9197117859,0.0677125382618241,0.377915780440811,4.55106215806387,0.0350724059127053,0.556795892268393,8950487.83097643,558.692929292929,431.195286195286,0.00862524612444749,0.0645071081182192,18.2552188552189,0.0357183492228716,10.3327967068256,459905.152723719,183017620.522559
470116,33861825175528780,1511148,1.19739265270233e+29,-1.27351326137066e+23,135447300702093216,21904,0.999999999999676,-2548416.67786557,21872,6504993592,-1596919.62263588,142285.333333333,142283.2,151928.094117647,148842.666666667,21844,63072,841264,-1705393.46609586,157447953030281728,4054.11517952364,9.11126910771418,177.1336651262,1821.97662637753,21.0753483331358,0.14864641347711,1758.16459296125,0.146259033952062,0.356685848856913,3.07498297774106,0.0587543135567526,0.592234240273574,1227356.84263233,368.586552217454,456.040057224607,0.018171892060521,0.134546375774917,13.2918454935622,0.0792543964090495,7.93541527352002,112552.049674535,14697627.1237482
1216224,883880151977154560,2720830,2.09189442865096e+31,-8.59996271042051e+24,3535520607908538368,79948,0.999999999999955,-11126616.2370623,79896,118210009482,-7076312.1530511,557600.666666667,557597.2,592838.094117647,581562.533333333,79850.5,311274,3522768,-10149322.4860337,29054353514628440064,15053.4081219777,3.95825520576335,301.984086647587,1385.3452580677,88.355682101659,0.499370353465575,6447.25515641962,0.13539234451359,0.365539179673622,1.30439798614287,0.202341777441374,0.581998582918284,10932533.8836891,986.094690749863,1160.26655719759,0.012205754141238,0.476902177218269,6.40749863163656,0.299367776830535,3.41910233449225,2547470.411036,50942446.1507936
174158,2164991620806390,449014,1.05064471132152e+27,-3.01637994717125e+21,8659966483213880,11680,0.999999999997302,-1104960.68071957,11672,1626780992,-691630.67589542,65545.3333333333,65544.8,70693.0823529412,69045.8666666667,11665,31542,472556,-989432.999622468,32703335412565864,2025.26081214922,6.81231429514691,91.2225156817431,548.774182898646,18.7606046641723,0.260767442500275,806.637173984813,0.168680737316924,0.327201681692468,2.29517825362976,0.102204573267985,0.510475715177687,399961.023201856,188.707656612529,213.399071925754,0.0240017820348611,0.263526037638567,9.74129930394431,0.134111385077528,4.98811726164004,56262.6667185486,3403581.57540603
609510,110514165510691136,1457924,6.56898253522592e+29,-5.38874984809393e+23,442056662042729920,34700,0.999999999999843,-5254236.00539202,34632,21890665282,-3262230.0670197,280175.333333333,280170.8,295440.023529412,290555.866666667,34572.5,105086,1667320,-4538464.19230239,2798796233400105472,5663.71127117213,4.9972989702324,361.02740419785,1354.9444600754,214.437444510094,0.42605618392012,2468.49299420404,0.119099000080422,0.340114363730388,1.59984182974805,0.155377303164053,0.52422954835932,1785975.02515723,714.327044025157,751.301187980433,0.0191807629413184,0.42224143955276,6.69811320754717,0.223589750598695,3.53251412733721,483258.058686816,9517240.19287212
446794,39799789422217072,1146220,1.27119743844333e+29,-1.42258061794628e+23,159199157688850368,17916,0.999999999999775,-3423065.27500603,17912,10341553910,-2119457.5638654,190418.666666667,190418.4,198320.188235294,195791.733333333,17908.5,66852,1207616,-2965126.78640412,806400169106444800,2849.3957368931,7.51178813650554,728.99354074712,2998.90214231887,394.492364026746,0.247513486680781,1210.47400150716,0.0928704971955889,0.327604435178389,2.52395398055791,0.0828606766464156,0.530163129308524,1764457.1310832,318.613814756672,336.188383045526,0.012737325161716,0.24916317809175,9.12244897959184,0.137758870140555,4.5163501127645,444067.69206589,15388395.4827316
943855,367356740376935168,2252522,5.23621380051543e+30,-2.77384818162314e+24,1469426961507704320,35934,0.999999999999951,-7515958.88610624,35834,79251174428,-4895131.85075612,394461.666666667,394455,410250,405198.533333333,35746.5,256384,2702454,-7088738.50209694,9931532712992636928,6628.98820856772,5.4645716140199,631.312689311986,3254.4213003029,138.083461795038,0.330023002908794,2605.42405884898,0.089410330936226,0.353621616126954,1.78048197402263,0.158104883767596,0.501672867765164,4791204.2208445,864.485924932976,716.615281501341,0.0144310053826103,0.209944239648496,9.05864611260054,0.113656094587098,4.35413318314939,932950.968820655,28950354.8612601
342384,14725413707598650,1011346,2.76191324499611e+28,-4.03337650892291e+22,58901654830379832,14768,0.999999999999499,-2062114.20111165,14736,4152994020,-1273350.42882483,118253.333333333,118251.2,124747.858823529,122669.866666667,14708,42488,713500,-1530673.6499718,116358870159577856,2189.75228877845,7.56617839393147,285.06094690034,2262.08998168977,49.0582766588194,0.264961526724213,1118.18911849333,0.121184264747837,0.352622972946581,2.57188792255821,0.102976298747189,0.578272428694483,922162.760700389,223.768482490272,323.92607003891,0.0162931499033189,0.262294098573281,10.9046692607004,0.14041407550507,6.43206010095221,120345.017059284,9486334.65466926
156003,1368726829210213,474882,5.32957756334541e+26,-1.70818450983076e+21,5474907316833886,6966,0.999999999997455,-857072.487238347,6966,746143658,-519507.448764325,52759,52759,55832.2352941177,54848.8,6966,19580,307810,-598818.99351713,7679591434249501,1005.8202247191,8.38309256286784,153.921348314607,1335.51819154628,29.1489395695856,0.259021461268652,436.071161048689,0.13173104031576,0.316747687823607,2.5865877410036,0.0914736573263365,0.637838349043445,431056.344370861,97.3002207505519,170.823399558499,0.015964195094446,0.250962717684572,11.8653421633554,0.147300958624188,7.52657255446414,50060.9226631101,5260921.10816777
766475,145394426205142464,2456346,1.36666273413321e+30,-8.91527103446931e+23,581577704820543360,26446,0.999999999999909,-4312882.93576312,26446,23303164606,-2748950.20029885,234265,234265,245932.352941176,242198.8,26446,140016,1505366,-3173318.38256932,944565905148226944,4810.85718501033,9.95677190911773,481.108660371791,4824.67814989672,52.0069900372119,0.144001938461034,1684.58970197698,0.109254736977844,0.311801020070893,3.25018681593439,0.0474805957373058,0.479900050442975,4070121.27678571,343.81456043956,318.561813186813,0.0117346486455991,0.147465277777778,13.4278846153846,0.0667413682523959,6.89568343842631,275638.633489965,62308604.7376374
363262,16425326014183424,1107784,3.46792210004332e+28,-4.77333221491257e+22,65701304056715000,18692,0.999999999999431,-2030821.26288872,18692,4702413892,-1274391.94516411,115128,115128,123374.470588235,120735.6,18692,59486,775172,-1571024.74717909,123852960052710048,3480.45197856554,8.68260511129431,110.118404781533,997.489901071723,14.5040296956581,0.159730809746267,1072.79389942292,0.155028356897516,0.265933964667424,2.22537029308329,0.0474061636009514,0.408506869437724,995394.122964169,344.842019543974,206.200325732899,0.0196181803658439,0.1432435305827,13.1913680781759,0.0583956138305446,5.33010263981088,93934.150985342,11407989.5211726
8642507,1.96193119065274e+20,29514010,2.3446768962341e+35,-1.35647996442624e+28,7.84772476261095e+20,131742,1,-55259080.9163592,131742,2578182867822,-35711496.5453151,2560793,2560793,2618914.47058824,2600315.6,131742,1216160,12407642,-31441488.0831872,7.663932723871e+20,25517.8498607902,10.5810378532077,2347.1485842071,27060.800885611,229.464189584444,0.12560719151709,5637.99333570286,0.0513496351669411,0.247861913249759,2.59288923650975,0.0316925546176079,0.381861849969237,62546406.2159236,2718.29274822489,1376.80188569433,0.00653315437058217,0.0812797953931117,16.9873123035735,0.0310188017248718,6.48149966954001,4285960.52391941,972125941.328483
15557740,1.33648858099958e+21,47502104,5.17580793761423e+36,-1.6634191541603e+29,5.34595432399834e+21,83768,1,-123041506.729897,83768,9739278377052,-78642357.3913339,5479810,5479810,5516766.47058824,5504940.4,83768,2350902,30368548,-89760608.4660642,1.68104223143681e+22,14690.9063589346,7.76537331115718,19140.5111754118,178748.586954045,3117.88423151798,0.213015070161182,1891.97660112552,0.0158861090741675,0.177355303696175,1.32422820622718,0.0399866355832247,0.370255716106949,434617122.253735,1061.29515072084,556.130799475754,0.00138081853040371,0.157641764962866,10.6220183486239,0.0567603476671666,3.98521310963056,47089268.0968978,5346643850.2118
8294937,1.88501045414799e+20,26956292,2.07519884610907e+35,-1.25088313112799e+28,7.54004181659198e+20,71398,1,-58110556.3314801,71398,2720335746438,-37156164.5014757,2703905,2703905,2735404.11764706,2725324.4,71398,1418480,14423882,-38734484.5191463,1.42374525806518e+21,12108.3837034653,9.04465722561957,8279.30605621714,81454.7197457354,1435.72541710624,0.181379747344705,2183.84062868791,0.0271870741081839,0.19726816072066,1.76751368905008,0.0367707099249102,0.381260793507698,155494853.493659,927.184178743961,507.982487922705,0.00241507320690658,0.138395145598497,13.2584541062802,0.0542242944395002,4.97388962201532,12795842.9577431,2423441303.28986
8051259,1.67752039795338e+20,25650174,1.73986343024986e+35,-1.08049181281438e+28,6.71008159181352e+20,85138,1,-54589826.3573124,85138,3800828445946,-35944192.4915363,2545289,2545289,2582849.88235294,2570830.4,85138,1890502,16816974,-43569158.7025166,1.95332550851017e+21,16779.7231543624,10.5613323054598,5022.0058951569,47214.9254489389,553.248632651108,0.126957336951045,2675.82196626156,0.0340449445140892,0.208264776338466,2.26398224877925,0.0264943015496015,0.345959272291196,142274693.84,1694.38642201835,733.374678899083,0.00420698684023639,0.093961875637105,14.6829357798165,0.0312678314234496,5.17830678960015,9179966.69488175,2236735810.95174
8383138,1.66384919717615e+20,30589470,1.8708842189892e+35,-1.11586185628414e+28,6.65539678870462e+20,55768,1,-49751926.3473765,55764,2601384586906,-32440536.7821556,2339678.66666667,2339678.4,2364279.6,2356407.33333333,55760.5,1425344,7247956,-17719468.902219,1.42135755602054e+20,10974.7457581288,10.7487325086189,8172.70475900764,113461.593490164,646.441914625536,0.130224881137475,1729.83796390185,0.0249568741907321,0.201673377148282,2.11886118056856,0.0265987345952404,0.372049499622034,136343569.525186,1319.14533443435,550.380677126342,0.00306456850993475,0.0788709973392054,17.2964492155244,0.0281835387059416,6.39130859133025,6998466.70488103,2858697628.64217
1957830,2701003148751471104,6188596,1.65651068685022e+32,-4.23048015294796e+25,10804012595005863936,17516,0.999999999999997,-13570683.2615951,17516,127326433644,-8452834.73202236,695896,695896,703623.647058823,701150.8,17516,220770,3117268,-8293228.95191398,15989705608064806912,2671.13636363636,8.2414902449149,4209.82119136571,38566.5561436281,1155.08414265371,0.247040899866242,398.194063926941,0.0272816069987684,0.173968903531588,1.32932330839428,0.0457399551510875,0.408707155762444,34725192.4460916,161.296495956873,131.719676549865,0.00210076301298113,0.235474693021863,10.7291105121294,0.0967685269195302,4.70314087365981,4706571.18397649,507730806.245283
5443688,67128029828560183296,14445228,3.18280558853036e+34,-2.92339165002139e+27,2.68512119314241e+20,79904,0.999999999999999,-47323636.7074266,79904,1691010990708,-30119770.9830117,2225306,2225306,2260557.76470588,2249277.2,79904,978940,13810832,-40754288.3376736,1.67941261979989e+21,11246.2474451332,6.84711485532394,3007.96031878994,19277.9857597588,658.433841215327,0.330022244559856,2053.03460737621,0.0368307388537278,0.184948174059393,1.24862904544603,0.0653573736096994,0.40387064493527,106569671.994842,697.954223081883,512.50225660864,0.00273434056731837,0.280583136327817,9.87749838813669,0.112431775349803,3.85765947970667,18588888.3479122,839585294.750806
3540423,18010117404241610752,9158012,3.61198945920933e+33,-5.10107260184528e+26,72040469616966393856,46722,0.999999999999999,-29092438.4251414,46722,905636756338,-18978004.1478946,1413473,1413473,1434085.64705882,1427489.6,46722,695456,9953574,-27425578.3387856,5.19207563994471e+20,11128.4105229102,6.25263881586929,3767.03380919642,23125.709346059,756.168984758002,0.222257889486526,1471.5978889473,0.0343534092914114,0.208721225452852,1.32537276823308,0.0442422899327413,0.381506524653092,174142499.588591,458.758389261745,236.334228187919,0.00207006834004137,0.172837994034303,9.6006711409396,0.0610459098601094,3.69840253211529,19951722.94311,1580721772.61074
11021032,6.53512414620826e+20,23428364,1.27004254325691e+36,-5.76190443903748e+28,2.6140496584833e+21,77608,1,-119714678.026976,77576,20096289415808,-79952886.6597834,5341553.33333333,5341551.2,5375771.38823529,5364821.86666667,77548,4437292,32802476,-115425350.017783,3.4439805334024e+22,15937.5453204151,5.2394875325825,32934.7930457876,133090.816013377,8494.28508066389,0.320740572249818,1811.96926179118,0.0151059376966435,0.174520427214621,0.956448671949865,0.0565467735685716,0.331477295723757,716488347.272618,1320.98382264829,412.335530257639,0.00123994540971318,0.265950086545503,5.97843019772319,0.083454152671009,2.01546965885954,136772593.017007,4396553927.33972
15101547,1.34576471798428e+21,40193018,4.91057002424007e+36,-1.625850163307e+29,5.38305887193711e+21,147338,1,-131734367.267582,147338,16581412591138,-86904198.0783187,5827341,5827341,5892343.05882353,5871542.4,147338,3313664,42004134,-125522945.358458,4.46700433369702e+22,35063.326596925,6.2382971416495,9580.33584297564,71040.339277223,1498.2426880067,0.2137586002947,4592.96597453373,0.0256416161791323,0.213536786628786,1.29800083011584,0.0465332179056075,0.379604937633293,1401612879.5278,1213.86371864494,607.741660201707,0.00130971799234829,0.165595925638594,9.91828290664598,0.0623824263973729,3.75602795728243,157617725.644364,12579430403.5733
7448638,1.7507204620161e+20,18706780,1.55414082296459e+35,-1.04323844630432e+28,7.00288184806441e+20,71084,1,-67634266.567209,71084,4205476695168,-44046910.845088,3119922,3119922,3151282.58823529,3141247.2,71084,1550374,21208104,-63617310.6234058,6.1356915552822e+21,15556.0963810137,5.82965528350515,11210.2527920962,62799.6995543385,2769.11321692887,0.264563421749714,2434.37424828179,0.0235830719534417,0.213872071695874,1.20647620046948,0.0609344817337756,0.355463301021942,241863498.291286,1290.36446798267,567.40924410207,0.00263004942264274,0.204195353875782,8.25012036591237,0.0736714933678117,2.97954600531618,28787809.124902,2171500561.42995
5784084,60735166828223610880,19475664,3.25109055183765e+34,-2.81037739130899e+27,2.42940667312894e+20,69760,1,-37318769.6256868,69760,1100707402816,-23839865.2461434,1780516,1780516,1811292.47058824,1801444,69760,735414,8334260,-21153560.3292471,2.42707826761522e+20,12726.566502193,10.3232730263158,2729.809375,29325.4937774123,325.473387624878,0.150395764802632,1911.41282894737,0.0401188609234816,0.185358752226644,1.89381281624145,0.0279690478714388,0.324585951606888,74887591.8995098,906.513480392157,387.925245098039,0.00358958229315362,0.108979183687364,15.7107843137255,0.034644825109421,5.11196143924076,5163787.43353137,1220853250.49265
26011151,6.45858153071034e+21,73840012,6.99159417558156e+37,-1.34396102640862e+30,2.58343261228414e+22,143414,1,-220262225.658472,143414,44040892169342,-144569363.090407,9474219,9474219,9537489.88235294,9517243.2,143414,5944788,66338934,-199704365.495256,1.73762855530599e+23,29135.8998617849,7.54379522480284,24924.3112550476,199647.998631399,3564.62552451738,0.182903838857422,3214.06504241307,0.0154549037560622,0.178030389033657,1.35444626244501,0.0333416117815044,0.359668683548328,1316559977.61438,1878.99352750809,829.119911429058,0.00122951489134992,0.121338547285149,11.7499574178164,0.0435219039488757,4.19027668097869,140152670.168392,12910941889.5222
2861638,7176181374153684992,9993690,9.40247289628384e+32,-1.64284936460152e+26,28704725496614707200,32984,0.999999999999998,-17096857.1490531,32984,266642971080,-10853446.632824,859832,859832,874383.764705882,869727.2,32984,421526,3260664,-7814873.84398741,13344876563356807168,5959.90504399839,10.3292114798413,3107.39213205268,39713.3567032841,376.241255839292,0.157435631985583,1087.53867832288,0.0396007807642288,0.204852152693435,2.09224736246664,0.0320514859457177,0.340609138797123,39466997.8782051,378.377492877493,183.048433048433,0.00319776247730932,0.117874327318772,14.6075498575499,0.0399486637153887,5.04165770529137,2467841.47315824,766331343.089744
5397938,45570443196920619008,19371780,2.12450924127747e+34,-1.96789052237127e+27,1.82281772787682e+20,55260,0.999999999999999,-31836617.1051061,55260,1009037683984,-20564482.4274849,1536338,1536338,1560717.41176471,1552916,55260,853536,5388452,-12906238.075092,56855635447405404160,11698.3711084273,11.388050187869,2778.59702093398,36045.484400161,255.292830364332,0.131667906080396,1669.92082662373,0.0380125535284801,0.204934898479522,2.24613982632312,0.0281024657233667,0.371983932028337,62850323.4009983,1050.86356073211,461.622961730449,0.00383211632290267,0.090035403956369,17.9420965058236,0.0317710669363374,6.74399267593281,3847713.68568136,1083998458.24792
13413031,7.8249626458299e+20,42543526,2.25245424311751e+36,-8.39651601888202e+28,3.12998505833196e+21,122870,1,-95107478.0325163,122870,10033266871318,-62440440.4173828,4287957,4287957,4342164.35294118,4324818,122870,3044930,27798326,-75092728.432942,9.69023238372534e+21,23845.2579045837,10.0784066105394,5991.47310570627,56418.6979108201,671.091108859093,0.131434059176108,3302.34730277518,0.0294571372016454,0.194003723893363,1.9774831713411,0.0260340659825407,0.377474202966935,336892454.244236,1610.57413308341,810.421180880975,0.00245016880216368,0.0992243049047173,14.0492970946579,0.0353515286848784,5.49223634019501,22055621.6480187,5251054181.05323
19333404,2.4777875208131e+21,58251200,1.48183760023778e+37,-3.8323249933902e+29,9.9111500832524e+21,166828,1,-149091455.037079,166828,23752214278956,-97966961.5755492,6545578,6545578,6619178.58823529,6595626.4,166828,4711080,45637392,-129392422.352128,4.82656515076548e+22,30113.0103062667,9.20520221082275,10349.7564706295,91809.5607333575,1260.8207383269,0.157081387437988,5968.2026314867,0.0258027576529528,0.225528521000935,2.15230065267925,0.0354044393789259,0.37735813532856,499312130.628292,2282.69316880804,1223.35567993894,0.00237015480327956,0.11951532883857,12.5191451469279,0.0443484876387408,4.81833905842931,33644530.9325368,7663568863.7639
20806658,3.07662464887563e+21,62159740,2.13107667041766e+37,-5.12114167460764e+29,1.23064985955025e+22,96596,1,-161017178.3535,96596,36053919080888,-107617746.413022,7058434,7058434,7101049.88235294,7087412.8,96596,5958790,52652120,-149554099.439661,7.29575859656387e+22,21745.143393773,8.18449758000433,19814.4680705049,177964.135230803,2278.45508923985,0.174760910046795,1847.15856389511,0.0155520104256777,0.161777334686597,1.37489353707293,0.0285286474023152,0.422712971280821,535303655.6483,3026.40575745734,1416.64335026703,0.00215619417824763,0.106802968462797,12.3670704702358,0.0424037890405065,5.33704833185524,35536470.3935155,8272691498.21857
5344466,52832101609807118336,16709892,2.41449438370222e+34,-2.25887416750966e+27,2.11328406439228e+20,59036,0.999999999999999,-38130354.7946021,59036,1038633738260,-24239323.5952204,1820132,1820132,1846177.29411765,1837842.8,59036,626754,9298152,-25379555.9246817,4.14889193597426e+20,9854.18436784533,8.4658801831595,2959.64834011702,25003.0890040702,492.757645778569,0.200672980440374,1177.93188756042,0.0339334559835124,0.155204968361123,1.19366285195365,0.0394237742704491,0.360523606462409,95688684.9747602,523.006057546694,267.375567895003,0.00213756602338266,0.139182371417354,12.8404846037355,0.0537982804239004,4.59754697290408,9946252.18400682,1278723341.72691
12100529,6.77589199354077e+20,34492190,1.58743172396123e+36,-6.55934933013374e+28,2.71035679741631e+21,122518,1,-101647771.717894,122518,7162159791578,-65057106.3350449,4566363,4566363,4620415.05882353,4603118.4,122518,2006320,26744962,-80989451.0213649,1.24686027878993e+22,18672.3138171099,8.12683454591069,6573.54769819368,40892.3910248369,1416.39187949925,0.234811423314936,3570.10884972403,0.0275332336353055,0.209708525284967,1.65344597835006,0.053561694250808,0.399543405963027,190511889.098435,1737.2417218543,1125.63696568332,0.00286833298220287,0.167139608000535,10.9772727272727,0.0670950178782081,4.3703396432209,26177031.3612484,1927316518.22486
6850012,1.16431587303889e+20,20873444,8.74124398125154e+34,-6.38046052177322e+27,4.65726349215556e+20,116464,0.999999999999999,-52032599.486409,116456,1682007834664,-32882943.3269495,2423125.33333333,2423124.8,2474501.31764706,2458061.06666667,116449,825902,12667108,-36048864.4756076,1.17491240917783e+21,18184.7670869386,7.48255459414916,1677.24161516275,13492.8674412855,378.646857460056,0.253514398205375,3955.45475072106,0.0488084464555053,0.217748040076441,1.45131829199057,0.0655014361900342,0.37167233554998,46963321.9775662,1565.20884441575,926.697869593286,0.00498421317244847,0.210343815006097,9.78631375080697,0.0822534500448762,3.58017185282528,6085330.99675539,554654764.98838
8066596,2.95296971812122e+20,18354420,3.07439387137968e+35,-1.90563291362859e+28,1.18118788724849e+21,161128,1,-99350812.8529105,161108,6979515787366,-63543866.9995333,4457595.33333333,4457594,4528668.23529412,4505925.06666667,161090.5,2244842,21699484,-85369891.2295521,1.46615051996632e+22,28484.424787225,4.42461773144953,3713.89039818884,10019.3049794792,2820.86777794256,0.49510461183953,5594.32323635879,0.0363692323137056,0.227348760190183,0.949985323843715,0.107445382840915,0.412552447239116,149167246.699428,3090.63409610984,1571.15926773455,0.00384831644961545,0.563412566742944,4.41910755148741,0.226220781966033,1.91175959820857,41498862.9835122,705607778.405149
14317926,1.23179844780762e+21,35741008,4.04035735206341e+36,-1.41094378553645e+29,4.9271937912305e+21,121684,1,-134448967.646557,121684,17152066448548,-88546946.4017409,5947844,5947844,6001528.11764706,5984349.2,121684,3385198,40648384,-127863607.729846,4.71942862218763e+22,26412.5262798635,5.81206444955949,14466.700404794,80393.3021509644,3012.44527078869,0.263517827693556,3438.14358282403,0.0209529631837195,0.199548889745341,1.16021280584082,0.0540102954931971,0.364145096329045,450626228.214795,2415.8667319256,1065.65557264718,0.0023785163858525,0.175576220885968,8.9198713466648,0.0630444940149054,3.31119130809316,58264755.1053979,3818589142.67207
18229036,2.6379254030343e+21,48320438,1.40252249700923e+37,-3.84694669741484e+29,1.05517016121372e+22,222512,1,-180488516.651018,222460,17876437533640,-114811277.902742,7827218.16666667,7827215.2,7925352.10352941,7893949.67619048,222419.222222222,3202678,43810012,-149065253.246648,7.56487326997783e+22,33032.4058232914,5.81593074814221,7361.70410169163,46429.8437161167,2570.04268855127,0.379044319661028,8348.66116307155,0.0285641767992138,0.232478993114607,1.33708923899245,0.0926627001480966,0.401424941784853,288021315.453211,2939.78323521659,1966.76856163782,0.00286570901307157,0.345533198605864,7.12731745892277,0.139566037877642,2.8342763917753,53840492.925678,2358313901.39654
8570606,2.84833667085586e+20,23185088,3.34760526609646e+35,-1.95295743312266e+28,1.13933466834234e+21,161540,0.999999999999999,-83900341.3265954,161412,3696859994184,-52864554.6267501,3796963.33333333,3796954.8,3868147.90588235,3845369.86666667,161300,1193368,19026808,-65181722.0810656,6.71719693859449e+21,23986.2610932398,5.74755725834629,2621.47341598294,13020.941795882,1395.82645548782,0.395034731843927,6355.58146287394,0.0427586519544332,0.240669191714049,1.2960325374131,0.0958459395744514,0.406647461960376,69450573.8521287,2533.86811731315,1861.05960264901,0.00544522296307706,0.378433512036161,7.31400189214759,0.150807631532171,3.01809908453853,22604626.5188524,505118920.861589
3997662,25109929313894182912,12169334,6.42062464192101e+33,-8.03047771703952e+26,1.00439717255577e+20,70856,0.999999999999998,-31924200.8681441,70856,576945274824,-19941950.5024508,1535780,1535780,1567040,1557036.8,70856,443876,6698980,-20513985.3625103,2.27930898537146e+20,9646.47724175525,6.83085309348596,2007.82589261379,15276.458081221,871.12769392962,0.345015482571697,2849.76609430362,0.0466280154435444,0.240275710039159,1.53309196694461,0.0875022316340086,0.415471881226708,27666884.4198062,770.366523143165,688.143702906351,0.00472253217193271,0.272188733405095,10.8670613562971,0.108404884748761,4.52080672072009,6524270.15851849,265862229.136168
11953736,5.82085008972024e+20,38494542,1.33080240482627e+36,-5.56647152064316e+28,2.3283400358881e+21,101876,1,-88760530.4963117,101876,4726403742656,-56340836.1436251,4022670,4022670,4067615.29411765,4053232.8,101876,1334528,18791468,-54408458.2234824,3.9073992745564e+21,15500.5966459887,8.37795230777986,6893.23792992241,71580.6665907841,1095.25509757239,0.226217520662202,3139.52567677802,0.0258577175571808,0.211992162750522,1.73750447681232,0.0486733486823898,0.384584695622041,167993510.06614,1227.76525172754,816.260414610069,0.00248457381342592,0.168889053416694,12.8473840078973,0.0663687705982698,4.88831610200639,14660439.9806211,2530566665.2306
22578551,3.65600701448435e+21,75063270,2.9820783843696e+37,-6.60378663828485e+29,1.46240280579374e+22,153426,1,-162254637.695442,153426,19455331045434,-104719558.704591,7094869,7094869,7162556.94117647,7140896.8,153426,3640334,35995826,-101485837.575898,2.38567597979783e+22,26148.3624870151,9.22760900960247,11512.4430819124,134412.020218399,1263.04628166339,0.172108613370268,3407.38782335504,0.0220004593067589,0.173853819805668,1.62078331553089,0.0298260813461896,0.359976302980272,465872488.744017,2400.02904006453,1060.09787577306,0.00207301193751644,0.115559103402946,14.4522721161603,0.0409042407237058,5.17569349653234,33767377.2740098,7201746710.02877
2979707,9641993659937925120,9142150,1.36972517607491e+33,-2.29842393509729e+26,38567974639751667712,31986,0.999999999999998,-21566306.2633607,31986,335814772374,-13560891.3375197,1069983,1069983,1084094.47058824,1079578.8,31986,409338,5127906,-14131040.9972673,75373359473647878144,4407.36981087189,7.34982752468181,3784.08534554538,28878.1219816819,777.095299221548,0.311729725889801,959.313905079101,0.0309189439674592,0.213557902943816,1.36804423203875,0.0771236392702895,0.461905243434293,53736456.8714653,257.692373607541,246.69323050557,0.00214597404603455,0.197440493192421,11.5818337617823,0.0878841670695104,5.21592725459401,8546129.39246334,519650033.080548
8000073,1.7891850994655e+20,25279856,1.83215812556492e+35,-1.14508864602272e+28,7.15674039786199e+20,81086,1,-59336493.4333475,81086,2162158077486,-37520931.2917884,2755009,2755009,2790782.23529412,2779334.8,81086,910920,13390090,-38100784.4940514,1.37778656254117e+21,11337.8660098757,8.29073733928103,7070.08969251688,73886.8830419122,1112.6729354023,0.263091423285598,3572.92962954128,0.029961676841863,0.274720261954011,2.19813966157789,0.07714695064014,0.434080919690369,80347337.7547849,1167.10877392458,1027.46086791738,0.00377156481702515,0.187675552186638,12.4242941064999,0.0806131948910585,5.30776747330789,8732436.11005354,1062872227.96741
4280579,26872314374460506112,13138026,7.87824890965299e+33,-9.20232104244229e+26,1.07489257497842e+20,43202,0.999999999999999,-29759973.5192746,43198,917042473224,-19138288.9270081,1444963.66666667,1444963.4,1464020.77647059,1457922.53333333,43194.5,888984,9210262,-23588114.2153613,3.30989739309268e+20,7203.74197120709,9.14250276854928,5711.43131782946,51695.9658914729,741.410320536483,0.187770087363111,1665.70839424142,0.0307453238507446,0.253338358716765,2.46927125711082,0.045431729493478,0.430617917204821,45627808.9168803,713.787989747345,526.551080190406,0.00371940108245331,0.128105699987794,13.4910289271329,0.0536463664825872,5.81242898890643,3902002.31811994,596755393.69535
3721530,19877139791840464896,10075944,4.40470220156023e+33,-5.91786723074582e+26,79508559167361826816,44668,0.999999999999999,-29066769.4423484,44668,958001661248,-18962793.7170337,1412862,1412862,1432568.47058824,1426262.4,44668,832054,10185772,-27228037.8096193,5.0665721821178e+20,9235.86077632782,7.35657883800183,4473.46654475937,32691.8264483418,737.249724092391,0.202257016596016,1719.92336464134,0.0334507580707496,0.252331252085334,1.97080711542846,0.0505340995813735,0.442164473234853,78260466.7959895,691.286835222319,445.961639058413,0.00318909645974148,0.178026615325002,9.2667829119442,0.0764584228875802,4.17309989612956,7555180.64754141,888310672.966434
