"image","sym_d"
"ISIC_0010443_Segmentation.png",32806.7684088405
"ISIC_0010445_Segmentation.png",52877.0484748126
"ISIC_0010447_Segmentation.png",98187.6154305553
"ISIC_0010455_Segmentation.png",120071.257023388
"ISIC_0010457_Segmentation.png",198731.871783041
"ISIC_0010458_Segmentation.png",31614.7889927702
"ISIC_0010461_Segmentation.png",28727.323742446
"ISIC_0010464_Segmentation.png",45284.4691249355
"ISIC_0010465_Segmentation.png",44866.2447318996
"ISIC_0010466_Segmentation.png",24423.158928905
"ISIC_0010467_Segmentation.png",24842.1554820839
"ISIC_0010468_Segmentation.png",38018.3244078917
"ISIC_0010471_Segmentation.png",8346.32321145447
"ISIC_0010472_Segmentation.png",10749.0039327457
"ISIC_0010475_Segmentation.png",37843.876586139
"ISIC_0010476_Segmentation.png",33613.3219994467
"ISIC_0010479_Segmentation.png",102348.638456849
"ISIC_0010481_Segmentation.png",30143.0851039842
"ISIC_0010487_Segmentation.png",54190.9211664171
"ISIC_0010488_Segmentation.png",105999.942834975
"ISIC_0010490_Segmentation.png",83742.3226993016
"ISIC_0010493_Segmentation.png",106168.081555631
"ISIC_0010495_Segmentation.png",171794.994246867
"ISIC_0010496_Segmentation.png",87229.9176118171
"ISIC_0010497_Segmentation.png",132511.119118147
"ISIC_0010554_Segmentation.png",35444.4549279183
"ISIC_0010557_Segmentation.png",28760.6188075857
"ISIC_0010558_Segmentation.png",106682.201642555
"ISIC_0010562_Segmentation.png",30870.1560063315
"ISIC_0010566_Segmentation.png",33564.9808421079
"ISIC_0010568_Segmentation.png",122545.616061841
"ISIC_0010569_Segmentation.png",4358.68119633984
"ISIC_0010570_Segmentation.png",87264.6364510504
"ISIC_0010571_Segmentation.png",68548.0682591493
"ISIC_0010572_Segmentation.png",117089.544556392
"ISIC_0010573_Segmentation.png",88450.0800642742
"ISIC_0010575_Segmentation.png",33015.9041575057
"ISIC_0010576_Segmentation.png",73837.1980807524
"ISIC_0010581_Segmentation.png",44739.1409536052
"ISIC_0010585_Segmentation.png",5493.87937067154
"ISIC_0010586_Segmentation.png",17800.5876167492
"ISIC_0010590_Segmentation.png",16724.5734787015
"ISIC_0010593_Segmentation.png",19626.0531570508
"ISIC_0010594_Segmentation.png",29264.1210977528
"ISIC_0010602_Segmentation.png",126768.693122791
"ISIC_0010605_Segmentation.png",182267.746415608
"ISIC_0010844_Segmentation.png",62184.1439593228
"ISIC_0010848_Segmentation.png",31019.3305305272
"ISIC_0010849_Segmentation.png",77773.8471253583
"ISIC_0010850_Segmentation.png",32530.4093293677
"ISIC_0010851_Segmentation.png",38329.5209507907
"ISIC_0010852_Segmentation.png",19050.5255701067
"ISIC_0010853_Segmentation.png",12827.0150703508
"ISIC_0010860_Segmentation.png",63037.5557892981
"ISIC_0010861_Segmentation.png",8413.62706616493
"ISIC_0010864_Segmentation.png",39610.1404023538
"ISIC_0011079_Segmentation.png",114497.284454604
"ISIC_0011082_Segmentation.png",4462.13449770717
"ISIC_0011088_Segmentation.png",71183.5109717131
"ISIC_0011095_Segmentation.png",51952.1253720682
"ISIC_0011099_Segmentation.png",62927.7846092921
"ISIC_0011100_Segmentation.png",54606.7002120708
"ISIC_0011109_Segmentation.png",149149.251633717
"ISIC_0011114_Segmentation.png",38527.5482431148
"ISIC_0011115_Segmentation.png",7263.43976849301
"ISIC_0011117_Segmentation.png",109707.305455071
"ISIC_0011118_Segmentation.png",34780.250571224
"ISIC_0011120_Segmentation.png",225140.333580687
"ISIC_0011121_Segmentation.png",243126.605662395
"ISIC_0011123_Segmentation.png",68762.8641116263
"ISIC_0011124_Segmentation.png",65058.6569145665
"ISIC_0011125_Segmentation.png",65209.9320389941
"ISIC_0011126_Segmentation.png",118850.537997632
"ISIC_0011127_Segmentation.png",29182.9035188358
"ISIC_0011128_Segmentation.png",94866.5281239042
"ISIC_0011130_Segmentation.png",29283.6227996287
"ISIC_0011131_Segmentation.png",55791.7487483336
"ISIC_0011135_Segmentation.png",42819.9359780476
"ISIC_0011136_Segmentation.png",52508.6536700879
"ISIC_0011139_Segmentation.png",81730.7147367659
"ISIC_0011141_Segmentation.png",37414.1533433038
"ISIC_0011144_Segmentation.png",66676.0618743837
"ISIC_0011145_Segmentation.png",57873.9633949765
"ISIC_0011146_Segmentation.png",32193.9404945837
"ISIC_0011156_Segmentation.png",120006.996328114
"ISIC_0011158_Segmentation.png",154303.730292522
"ISIC_0011159_Segmentation.png",142934.733009991
"ISIC_0011161_Segmentation.png",116333.904576239
"ISIC_0011163_Segmentation.png",27649.6275118909
"ISIC_0011164_Segmentation.png",22215.0459249311
"ISIC_0011165_Segmentation.png",70808.4894150263
"ISIC_0011166_Segmentation.png",24618.2715151271
"ISIC_0011169_Segmentation.png",50181.5644345198
"ISIC_0011170_Segmentation.png",47072.5265665956
"ISIC_0011199_Segmentation.png",10693.6389039315
"ISIC_0011200_Segmentation.png",77417.95691534
"ISIC_0011202_Segmentation.png",44196.3209785461
"ISIC_0011203_Segmentation.png",87483.5748205113
"ISIC_0011207_Segmentation.png",14052.3166012728
"ISIC_0011208_Segmentation.png",20068.8542144908
"ISIC_0011211_Segmentation.png",94321.7703390905
"ISIC_0011212_Segmentation.png",120805.189615874
"ISIC_0011214_Segmentation.png",126035.496868613
"ISIC_0011215_Segmentation.png",11637.0307810762
"ISIC_0011217_Segmentation.png",18211.9473963338
"ISIC_0011218_Segmentation.png",20985.0453000393
"ISIC_0011220_Segmentation.png",8435.74178178204
"ISIC_0011225_Segmentation.png",5309.79230540569
"ISIC_0011226_Segmentation.png",81854.8552665813
"ISIC_0011229_Segmentation.png",95630.9617225323
"ISIC_0011295_Segmentation.png",109536.490808823
"ISIC_0011297_Segmentation.png",29565.6148813675
"ISIC_0011299_Segmentation.png",110917.213810992
"ISIC_0011301_Segmentation.png",66309.3791526743
"ISIC_0011303_Segmentation.png",29109.895043105
"ISIC_0011304_Segmentation.png",19356.7462363416
"ISIC_0011306_Segmentation.png",36150.2501181999
"ISIC_0011315_Segmentation.png",75676.3528197574
"ISIC_0011317_Segmentation.png",10987.9660525892
"ISIC_0011322_Segmentation.png",93425.9635506899
"ISIC_0011323_Segmentation.png",31540.2319602584
"ISIC_0011327_Segmentation.png",79404.8190065729
"ISIC_0011328_Segmentation.png",59273.9852272671
"ISIC_0011329_Segmentation.png",213414.167145438
"ISIC_0011330_Segmentation.png",20683.7698531097
"ISIC_0011331_Segmentation.png",49545.2493264554
"ISIC_0011334_Segmentation.png",228675.04968471
"ISIC_0011339_Segmentation.png",48761.7371061156
"ISIC_0011341_Segmentation.png",29266.4302417531
"ISIC_0011343_Segmentation.png",31408.2512513548
"ISIC_0011345_Segmentation.png",26829.6431285314
"ISIC_0011346_Segmentation.png",37372.3232525877
"ISIC_0011347_Segmentation.png",183278.323388296
"ISIC_0011348_Segmentation.png",177773.075105474
"ISIC_0011350_Segmentation.png",222470.366705913
"ISIC_0011353_Segmentation.png",14398.0974001627
"ISIC_0011356_Segmentation.png",235013.573167667
"ISIC_0011358_Segmentation.png",61800.9404447398
"ISIC_0011361_Segmentation.png",190809.768331287
"ISIC_0011362_Segmentation.png",43417.6940808372
"ISIC_0011366_Segmentation.png",96635.4106419244
"ISIC_0011372_Segmentation.png",9759.94067745152
"ISIC_0011373_Segmentation.png",174463.17461176
"ISIC_0011378_Segmentation.png",48849.4269430289
"ISIC_0011380_Segmentation.png",63390.239472275
"ISIC_0011382_Segmentation.png",73909.9610581662
"ISIC_0011383_Segmentation.png",31197.8769622815
"ISIC_0011385_Segmentation.png",57928.196325209
"ISIC_0011390_Segmentation.png",175582.75816144
"ISIC_0011393_Segmentation.png",9861.98098847957
"ISIC_0011397_Segmentation.png",84439.1797817585
"ISIC_0011400_Segmentation.png",36680.9517533014
